X,Y,id,name
9.6813384,47.6092556,node/183067927,Dentenweiler
9.8301661,47.6095051,node/2267539264,Kargen
10.3343227,47.6096057,node/1308670204,Vorderburg
8.2965651,47.6107767,node/1474014493,Kadelburg
10.6137599,47.6108419,node/1684572968,Speiden
10.2438452,47.6109275,node/58800448,Eckarts
9.7770643,47.6111666,node/148480354,Hergensweiler
10.6864744,47.6115368,node/1097724071,Enzensberg
7.6607218,47.6120896,node/27358183,Lörrach
10.605933,47.612358,node/240112717,Eisenberg
10.6350886,47.6125858,node/195713739,Hopferau
9.593368,47.6128296,node/182811251,Betznau
9.54261,47.6130156,node/593425643,Bierkeller-Waldeck
12.188782,47.6138408,node/60603000,Kiefersfelden
8.1116675,47.6138508,node/353060818,Buch
10.3360587,47.6140266,node/1774426621,Großdorf
9.7142965,47.6146644,node/182855319,Esseratsweiler
12.9790284,47.6146714,node/9604106670,Oberschönau
10.7125708,47.6151195,node/90720731,Rieden am Forggensee
7.8572699,47.6151637,node/28800343,Dossenbach
7.6163573,47.6152532,node/27386717,Haltingen
8.4646051,47.6154897,node/317157670,Bühl
11.0286344,47.6155933,node/31925434,Unterammergau
8.267909,47.6158593,node/823588142,Ettikon
9.5752841,47.6170519,node/184446898,Oberdorf
9.5355811,47.6170939,node/593425589,Moos
10.0335435,47.6177163,node/183173636,Ebratshofen
10.8074195,47.6178819,node/1683192568,Buching
7.8178898,47.6187856,node/74298177,Nordschwaben
9.7712968,47.6190129,node/7711315106,Rupolz
8.2656204,47.6194279,node/823588163,Homburg
8.0731225,47.6195223,node/31450238,Niederwihl
9.9943129,47.6200344,node/62314551,Schönau
10.4771348,47.6200747,node/263026369,Reichenbach
9.9529124,47.6202487,node/268044841,Oberhäuser
8.3919242,47.6203594,node/274819579,Geißlingen
9.5344043,47.6204822,node/593425594,Gmünd
7.9788595,47.6209218,node/100037010,Rickenbach
8.0481705,47.6211557,node/31450239,Oberwihl
10.5003482,47.6218885,node/27388779,Nesselwang
13.0010211,47.6220493,node/6236907853,Mitterbach
7.6247045,47.6227747,node/29768577,Ötlingen
9.9735279,47.6228925,node/240030988,Röthenbach im Allgäu
8.007987,47.6230017,node/100036943,Hottingen
8.1331643,47.6240404,node/2271767790,Birndorf
9.6585113,47.624057,node/1468009282,Hiltensweiler
8.4851391,47.6240598,node/116198396,Dettighofen
12.9758614,47.6246206,node/3254290758,Strub
8.0864903,47.6247411,node/31450237,Tiefenstein
7.5813855,47.6249009,node/27386721,Märkt
8.4456732,47.6251309,node/317369720,Riedern am Sand
9.7510505,47.6251333,node/5633518287,Roggenzell
8.1485286,47.6252989,node/353053548,Birkingen
10.8014169,47.625423,node/1491707077,Bayerniederhofen
10.2803949,47.6257358,node/58800747,Martinszell i.Allgäu
9.858423,47.6259998,node/197223044,Mellatz
9.811942,47.6261239,node/2255879335,Beuren
8.4109158,47.6264888,node/304634355,Grießen
9.6154619,47.626632,node/390242644,Apflau
9.7146153,47.6268498,node/182975954,Duznau
8.5736163,47.6275156,node/6535531143,Lottstetten
7.9500697,47.627556,node/271864879,Hütten
9.835194,47.6280821,node/240109429,Opfenbach
8.2408579,47.6281754,node/240053216,Waldshut-Tiengen
10.2723442,47.6282952,node/58800435,Oberdorf bei Immenstadt
9.9102676,47.6283377,node/62066644,Heimenkirch
10.0097921,47.6283491,node/240031617,Grünenbach
10.4825755,47.6284215,node/258526409,Gschwend
7.9046417,47.6286078,node/240092445,Wehr
9.7357219,47.6286445,node/182885594,Baind
9.5302479,47.6287757,node/2057456680,Eriskirch
10.4630602,47.6288216,node/257954525,Haslach
9.6505581,47.6289894,node/183018118,Unterlangnau
10.7993559,47.6291387,node/2093494928,Berghof
10.0819815,47.6294907,node/63536813,Sibratshofen
7.7403403,47.6306666,node/241749494,Hüsingen
10.2356151,47.6306914,node/60008366,Niedersonthofen
8.3063909,47.6307606,node/240031047,Lauchringen
13.0021634,47.63108,node/21627771,Berchtesgaden
9.6589162,47.6310977,node/182818973,Oberlangnau
8.0702978,47.6311262,node/31450236,Rüßwihl
7.6243455,47.6312281,node/240120839,Binzen
10.4470956,47.6313756,node/389678402,Faistenoy
10.820091,47.6313782,node/76060608,Halblech
9.8889551,47.6314439,node/197223008,Meckatz
7.595491,47.6321888,node/27204784,Eimeldingen
8.1819863,47.6325548,node/353051953,Eschbach
7.9642269,47.6326518,node/304431738,Glashütten
